id	pos	word	meaning
w2231	接続詞	and	1. 〔語句を結ぶ〕 ～と… / 2. 〔文を結ぶ〕 そして～ / 3. 〔命令文のあとで〕 そうすれば / 4. 〔～and so on の形で〕 ～など / 5. [同一語を繰り返し用いて]　ますます～、どんどん～
w2232	接続詞	as	1. 《比較を表して》 〔 as A as B の形で、前の as が副詞 〕　Ｂと同じくらいＡな［で］ / 2. 《様態を表して》 ～のとおり（に） / 3. 《時を表して》 ～のとき、～しながら
w2233	接続詞	because	《理由を示して》（～が）･･･なので、（なぜなら）～が･･･だから
w2234	接続詞	before	(～が･･･する）前に
w2235	接続詞	but	1. しかし、でも、けれども、だが / 2. [not only～ but also…の形で]　ただ～だけでなくまた…
w2236	接続詞	if	《条件・仮定を表して》もし～ならば、仮に～だとすれば
w2237	接続詞	nor	～でも…でもない
w2238	接続詞	once	一旦～したからには
w2239	接続詞	or	1. 〔命令文に続けて〕そうしなければ、そうしないと / 2. 《選択を表して》 ～または・・・、～か・・・
w2240	接続詞	since	(～が・・・して）以来、してから（今まで）
w2241	接続詞	so	それで、そこで、だから
w2242	接続詞	than	～が…する［である］よりも
w2243	接続詞	that	～ということ　〔think, know, hope, say などの動詞のあとにきて、しばしば省略される〕
w2244	接続詞	until	（～が・・・する）まで（ずっと）
w2245	接続詞	when	（～する）ときに
w2246	接続詞	while	～する間に（は）
w2247	接続詞	from	1. 《場所を示して》 ～から / 2. 《出所・起源・由来を示して》 ～から（の）、～出身の / 3. 《時間を示して》 ～から
w2248	接続詞	in	1. 《場所・空間・位置・関係を示して》～の中に［で］、～に［で］、～では、～において / 2. 《時期・期間・年代などの時を示して》～に　 / 3. 《分野・限定を示して》～に関して、～について / 4. 《時間の経過を示して》～の後に、～たって、～のうちに / 5. 《状態を示して》～の状態に［で］ / 6. 《行為の対象を示して》～を、～に対して / 7. ≪手段を示して≫～で / 8. ≪着用を示して≫～を身につけて、～を着て / 9. ≪所属を示して≫～に所属して、～に従事して
w2249	接続詞	including	（～を）含めて
w2250	接続詞	into	1. ～へ［に］, ～の中へ［に、で］ / 2. ≪状態の変化を表して≫～へ、～に（変わって、なって）
w2251	接続詞	like	～のような［に］、～に似ている、～に似た
w2252	接続詞	near	～の近くの［に、で］
w2253	接続詞	of	1. 《性質・属性・起源を表して》 ～の 〔たとえばthe leg of the tableの形で〕テーブルのあし / 2. 《単位・分量・容器などを表して》 ～の　〔たとえば a cup of coffee の形で〕一杯のコーヒー / 3. 《意味上の主語を示して》 ～の　〔たとえば the visit of an ALT〕 ALTの訪問　 / 4. 《意味上の目的語を示して》 ～の　〔たとえば her love of sports の形で〕 彼女のスポーツ愛好　　 / 5. 《同格の関係を表して》 ～の　〔たとえば the city of Goshogawara の形で〕 五所川原市 / 6. 《材料・構成物を表して》 ～の　〔たとえば a family of five の形で〕 ５人家族 / 7. 《全体に対する部分を表して》 ～の（中の） 〔たとえば a member of the baseball team の形で〕 野球部の一員 / 8.［it is A of B to～の形で］～するとはBはAである / 9.～から（離れて）　［たとえばin front of～の形で］～の前 / 10.～で（できている）、～（製）
w2254	接続詞	off	～からはなれて
w2255	接続詞	on	1. 《手段・方法を示して》 ～で　〔たとえばon TVの形で〕テレビで / 2. 《日付･曜日の前で》 ～に / 3. 《接触を表して》 （～の上）に[で]　〔たとえばa book on the desk の形で〕 机の上の本 / 4. 《状態を表して》 ～中（ちゅう）で、～して　〔たとえばの on my way to school 形で〕 学校へ行く途中で / 5. ～に面して、～に接して 〔たとえばthe building on your left〕 あなたの左手の建物 / 6. ～の一員で / 7.（影響・対象）に対して / 8.～について（の）、～に関する / 9.～で、～（のため）に[たとえばon a tripの形で]
w2256	接続詞	over	1. 《ものの上や地域一帯を覆うことを示して》～の上に［で］ / 2. 〔over＋数字の形で〕～以上の / 3. ～の中（じゅう）の［に、を］、～の一面の［に、を］
w2257	接続詞	plus	～を加えて
w2258	接続詞	since	～以来（ずっと今まで）、～から今日まで
w2259	接続詞	than	～よりも、～にくらべて
w2260	接続詞	through	1. 《原因・手段を表して》 ～によって、～を通じて / 2. 《期間を表して》 ～の間中（じゅう） / 3. 《通過・貫通》 ～を通して
w2261	接続詞	throw	～を投げる
w2262	接続詞	to	1. 《動作の対象などを表して》 ～に、～に対して / 2. 《到達点、方向、行き先など》 ～に、～へ、～まで　　 / 3. 〔原因・理由を表す不定詞で〕 ～して / 4. 〔名詞のはたらきをする不定詞で〕 ～すること　　 / 5. 〔形容詞のはたらきをする不定詞で〕 ～するための、するべき / 6. 〔目的を表す不定詞で〕 ～するために / 7. ～にとって　〔たとえば important to all of us の形で〕 私たち全員にとって重要な / 8. ～に合わせて
w2263	接続詞	toward	～の方へ、～に向かって
w2264	接続詞	under	1. ～の下に［へ、で、の］ / 2．～のもとで、～に従って
w2265	接続詞	until	～まで（ずっと）
w2266	接続詞	up	～をあがって
w2267	接続詞	upon	（基本的な意味は on とほぼ同じ）
w2268	接続詞	with	1. 《手段・道具を表して》 ～で、～を使って / 2. 《関連を表して》 ～に関して、ついて / 3. 《付随･所有･属性を表して》 ～のある、を身につけて / 4. 《相手を表して》 ～と　 / 5. 《同伴を表して》 ～といっしょに / 6. 《原因・理由を表して》～が原因で
w2269	接続詞	without	～なしで
w2270	冠詞	a	1.　～というもの / 2.　～につき / 3.　1 つの、1 人の〔数えられる名詞の前に置き、ふつう訳さない〕
w2271	冠詞	an	1つの、1人の 〔母音ではじまる数えられる名詞の前に置き、ふつう訳さない〕
w2272	冠詞	the	1. 〔特定のものや前後関係で何を指すかわかる名詞の前につける〕 / 2. 〔最上級の前につける〕 / 3. 〔唯一のものの前につける〕 / 4. 〔川・複数形の国名など、特定の固有名詞とともに〕
w2273	間投詞	bye	じゃあね、バイバイ
w2274	間投詞	dear	おや、まあ
w2275	間投詞	good	《賛成・満足を表して》 よろしい、そのとおり
w2276	間投詞	goodbye	さようなら
w2277	間投詞	hello	1. こんにちは / 2. 《電話で》 もしもし 　　 / 3. やあ、あのー、もしもし
w2278	間投詞	here	《相手の注意をうながして》ほら、さあ、はい
w2279	間投詞	hey	（疑問を表して）えっ
w2280	間投詞	hi	やあ、こんにちは
w2281	間投詞	Oh	おや、まあ、おお
w2282	間投詞	OK	《注意をうながして》ええと､それでは、よろしい、いいとも
w2283	間投詞	welcome	ようこそ、いらっしゃい
w2284	間投詞	well	1. 《ためらったり、考えるために間を置くときに用いて》 ええと、そうですね、うーん / 2. 《話を切り出すときに用いて》 さて、それでは / 3. まあ
w2285	間投詞	what	《驚き、とまどいなどを表して》 えっ、何？
w2286	間投詞	wow	〔驚きや喜びを表して〕うわあ、ああ、ま
